,user_in_role_id,interval_end,physicalactivity_calories,physicalactivity_intense_time,physicalactivity_moderate_time,physicalactivity_soft_time,cluster,max_probability
158,68,2017-06-17 01:00:00,0.8214182059999999,0.0,0.161764706,0.22055075899999999,2,0.9999787102335018
159,68,2017-06-18 01:00:00,0.809973136,0.0,0.102941176,0.181630037,2,0.9999502825386987
160,68,2017-06-19 01:00:00,0.798758753,0.0,0.044117647,0.19738366300000001,2,0.9266174485592205
162,68,2017-06-20 01:00:00,0.8529777279999999,0.0,0.352941176,0.215006101,2,0.999957601713074
163,68,2017-06-21 01:00:00,0.8228767459999999,0.0,0.19117647100000001,0.18626345600000002,2,0.9999798934447924
164,68,2017-06-22 01:00:00,0.8418824090000001,0.0,0.308823529,0.19089687600000002,2,0.9999730900045612
165,68,2017-06-23 01:00:00,0.839233225,0.0,0.25,0.225184178,2,0.9999809924703383
166,68,2017-06-24 01:00:00,0.791607445,0.0,0.20588235300000002,0.284491946,2,0.9984943149876812
167,68,2017-06-25 01:00:00,0.7782722259999999,0.0,0.0,0.145489366,1,0.997850279152594
168,68,2017-06-26 01:00:00,0.764215179,0.0,0.0,0.127882373,1,0.9996508653328832
169,68,2017-06-27 01:00:00,0.8151003490000001,0.0,0.235294118,0.164949727,2,0.9999999867470707
170,68,2017-06-28 01:00:00,0.836226848,0.0,0.323529412,0.154756205,2,1.0
171,68,2017-06-29 01:00:00,0.0,0.0,0.0,0.011104761999999999,3,1.0
