,user_in_role_id,interval_end,walk_distance,walk_steps,cluster,max_probability
103,68,2017-04-22 01:00:00,0.24711555,0.25761549300000003,4,0.9796552239718116
104,68,2017-04-23 01:00:00,0.373945239,0.383229104,0,0.9997668539740043
105,68,2017-04-24 01:00:00,0.363698984,0.37489072700000003,0,0.9995955826702643
106,68,2017-04-25 01:00:00,0.44067504700000004,0.446035909,3,0.7405568925597138
107,68,2017-04-26 01:00:00,0.513948683,0.515768946,3,0.9978015677952963
108,68,2017-04-27 01:00:00,0.40046495600000004,0.405150965,0,0.9473254257267333
109,68,2017-04-28 01:00:00,0.525314276,0.527133347,3,0.9997281099977495
110,68,2017-04-29 01:00:00,0.406750474,0.41214444200000006,0,0.8949146751363465
112,68,2017-04-30 01:00:00,0.46512829299999997,0.47427879799999995,3,0.9721608489776733
119,68,2017-05-01 01:00:00,0.34596177,0.349539372,0,0.9998959410218666
130,68,2017-05-02 01:00:00,0.14336146,0.15157017,4,0.9999999996871907
141,68,2017-05-03 01:00:00,0.48734286200000004,0.49707484399999996,3,0.9942393352678925
144,68,2017-05-04 01:00:00,0.489064922,0.490753816,3,0.9948804425715727
145,68,2017-05-05 01:00:00,0.518339935,0.518324255,3,0.9898821321100788
146,68,2017-05-06 01:00:00,0.509385225,0.511667003,3,0.9997103482633791
147,68,2017-05-07 01:00:00,0.095918719,0.101876135,4,0.9997639147885714
148,68,2017-05-08 01:00:00,0.330463234,0.34631161299999996,0,0.9988491235618906
149,68,2017-05-09 01:00:00,0.14792491800000002,0.155941093,4,0.9999999962270181
120,68,2017-05-10 01:00:00,0.089547098,0.09367224800000001,4,0.9999999985803356
121,68,2017-05-11 01:00:00,0.166609265,0.178669894,4,0.9999999993548272
122,68,2017-05-12 01:00:00,0.206474944,0.219218613,4,0.9999989303590305
123,68,2017-05-13 01:00:00,0.198811779,0.209804317,4,0.9999997736398684
124,68,2017-05-14 01:00:00,0.11615291900000001,0.121713402,4,0.9999999999960778
125,68,2017-05-15 01:00:00,0.182538316,0.19339654399999998,4,0.9999999478048394
126,68,2017-05-16 01:00:00,0.384535905,0.39600564899999996,0,0.9979655015894924
127,68,2017-05-17 01:00:00,0.451696229,0.46614215600000003,3,0.8928034650736519
128,68,2017-05-18 01:00:00,0.389702084,0.397686773,0,0.9930548518237322
129,68,2017-05-19 01:00:00,0.299380059,0.302535135,0,0.9827711299079951
131,68,2017-05-20 01:00:00,0.31617013899999996,0.31927913399999996,0,0.9940403898835494
132,68,2017-05-21 01:00:00,0.181160668,0.191782664,4,0.9999999619354306
133,68,2017-05-22 01:00:00,0.225934217,0.240333535,4,0.9998256523377828
134,68,2017-05-23 01:00:00,0.361718615,0.37139398799999995,0,0.99993423478323
135,68,2017-05-24 01:00:00,0.32280006899999997,0.330778024,0,0.9998494060575659
136,68,2017-05-25 01:00:00,0.570001722,0.5908815820000001,3,0.9999882051034614
137,68,2017-05-26 01:00:00,0.28439814,0.30085401100000003,0,0.7869589462719969
138,68,2017-05-27 01:00:00,0.23669709,0.250016811,4,0.9991549475710549
139,68,2017-05-28 01:00:00,0.17323919399999999,0.184116737,4,0.9999999980036591
140,68,2017-05-29 01:00:00,0.195023248,0.205769619,4,0.9999998891249849
142,68,2017-05-30 01:00:00,0.123902187,0.13025351400000001,4,0.9999999999996589
143,68,2017-05-31 01:00:00,0.199500603,0.210678502,4,0.9999997387958274
150,68,2017-06-01 01:00:00,0.201222662,0.21383901600000002,4,0.9999995892128188
161,68,2017-06-02 01:00:00,0.169450663,0.179813059,4,0.9999999990759534
172,68,2017-06-03 01:00:00,0.225589805,0.236097102,4,0.9999745132478673
173,68,2017-06-04 01:00:00,0.179610815,0.190706745,4,0.9999999932955461
174,68,2017-06-05 01:00:00,0.184260375,0.194606953,4,0.9999999324015812
175,68,2017-06-06 01:00:00,0.35784398100000003,0.36009683299999995,0,0.9999590666849131
176,68,2017-06-07 01:00:00,0.39796797,0.402730146,0,0.9937362657411438
177,68,2017-06-08 01:00:00,0.364043396,0.363459081,0,0.9997303855738555
178,68,2017-06-09 01:00:00,0.513345962,0.516777621,3,0.9999650506440676
151,68,2017-06-10 01:00:00,0.446702256,0.453701836,3,0.8658040304238137
152,68,2017-06-11 01:00:00,0.258050629,0.26810570899999997,4,0.8834981120715953
153,68,2017-06-12 01:00:00,0.34449802,0.36009683299999995,0,0.9999530004317206
154,68,2017-06-13 01:00:00,0.399259514,0.39923340700000004,0,0.9944968809418724
155,68,2017-06-14 01:00:00,0.318150508,0.320287808,0,0.9989971603542437
156,68,2017-06-15 01:00:00,0.365679353,0.37368031700000004,0,0.9998028789963759
157,68,2017-06-16 01:00:00,0.351300155,0.35545693,0,0.9999599691423582
158,68,2017-06-17 01:00:00,0.346392285,0.34752202299999996,0,0.9999665743549067
159,68,2017-06-18 01:00:00,0.30213535399999997,0.321363728,0,0.9899440706538847
160,68,2017-06-19 01:00:00,0.25856724600000003,0.27637684100000004,4,0.6298716115798189
162,68,2017-06-20 01:00:00,0.46796969200000005,0.462645417,3,0.9047894563655118
163,68,2017-06-21 01:00:00,0.35181677299999997,0.35048080200000004,0,0.9998856362608673
164,68,2017-06-22 01:00:00,0.425090408,0.430166095,0,0.8542487561032905
165,68,2017-06-23 01:00:00,0.414930257,0.41752404,0,0.9551169812993816
166,68,2017-06-24 01:00:00,0.2456518,0.24853742199999998,4,0.9981738859718966
167,68,2017-06-25 01:00:00,0.179524712,0.18942909,4,0.9999999941255169
168,68,2017-06-26 01:00:00,0.140003444,0.146930267,4,0.9999999996759925
169,68,2017-06-27 01:00:00,0.337437575,0.340528545,0,0.9997668241947705
170,68,2017-06-28 01:00:00,0.419149303,0.414632506,0,0.9999997150739384
171,68,2017-06-29 01:00:00,0.011623902,0.012373075,1,0.9999954168240929
