,user_in_role_id,interval_end,sleep_awake_time,sleep_deep_time,sleep_light_time,sleep_tosleep_time,sleep_wakeup_num,cluster,max_probability
10,66,2017-01-02 10:33:00,0.25,0.9254385959999999,0.438271605,0.214285714,0.4,3,1.0
21,66,2017-01-03 09:15:00,0.363636364,0.333333333,0.75617284,0.28571428600000004,0.2,1,0.9922065048898363
24,66,2017-01-04 09:27:00,0.090909091,0.39473684200000003,0.614197531,0.0,0.4,2,0.9274159366275349
25,66,2017-01-05 10:28:00,0.318181818,0.346491228,0.87654321,0.28571428600000004,0.2,1,0.9977584755734857
26,66,2017-01-06 10:33:00,0.272727273,0.75,0.6759259259999999,0.214285714,0.2,1,0.9995479642254451
27,66,2017-01-07 08:55:00,0.159090909,0.35526315799999997,0.740740741,0.214285714,0.2,1,0.9995802559133331
28,66,2017-01-08 09:52:00,0.113636364,0.320175439,0.9722222220000001,0.17857142899999998,0.0,0,0.9998219774935808
29,66,2017-01-09 08:23:00,0.43181818200000005,0.530701754,0.524691358,0.25,0.2,1,0.9907805247674539
0,66,2017-01-10 08:09:00,0.204545455,0.0,0.833333333,0.214285714,0.2,1,0.9971150118713744
1,66,2017-01-11 08:11:00,0.363636364,0.11842105300000001,0.648148148,0.214285714,0.6,3,1.0
2,66,2017-01-12 07:00:00,0.13636363599999998,0.293859649,0.435185185,0.214285714,0.0,0,0.999712990781552
3,66,2017-01-13 06:56:00,0.272727273,0.298245614,0.413580247,0.214285714,0.2,1,0.9992214834768899
4,66,2017-01-14 09:04:00,0.159090909,0.456140351,0.62962963,0.25,0.0,0,0.9984780450416457
5,66,2017-01-15 08:46:00,0.295454545,0.557017544,0.608024691,0.214285714,0.4,3,1.0
6,66,2017-01-16 06:30:00,0.13636363599999998,0.36842105299999994,0.141975309,0.214285714,0.0,0,0.9999827202562103
7,66,2017-01-17 08:31:00,0.113636364,0.552631579,0.666666667,0.17857142899999998,0.0,0,0.9998507341990099
8,66,2017-01-18 07:00:00,0.113636364,0.17105263199999998,0.447530864,0.17857142899999998,0.0,0,0.999925942920079
9,66,2017-01-19 07:45:00,0.454545455,0.109649123,0.808641975,0.7142857140000001,0.0,3,1.0
11,66,2017-01-20 08:19:00,0.340909091,0.46491228100000004,0.5401234570000001,0.214285714,0.4,3,0.9999999999347438
12,66,2017-01-21 10:41:00,0.22727272699999998,0.75877193,0.682098765,0.17857142899999998,0.2,1,0.9979226005328224
