,user_in_role_id,interval_end,walk_distance,walk_steps,cluster,max_probability
45,67,2017-02-23 01:00:00,0.388869413,0.37063585200000004,3,0.9950346713461676
46,67,2017-02-24 01:00:00,0.44846625799999995,0.42167706899999996,3,0.9577301167775214
47,67,2017-02-25 01:00:00,0.10727432099999999,0.10399802300000001,2,0.9999990152555557
48,67,2017-02-26 01:00:00,0.20131463600000002,0.200210097,0,0.945726172617117
49,67,2017-02-27 01:00:00,0.128483786,0.126058209,2,0.999533361316249
50,67,2017-02-28 01:00:00,0.751007888,0.74881048,1,1.0
58,67,2017-03-01 01:00:00,0.288957055,0.29055181399999996,3,0.9509264041817989
69,67,2017-03-02 01:00:00,0.286853637,0.288512637,3,0.8996185902242657
80,67,2017-03-03 01:00:00,0.126643295,0.128035593,2,0.9999353506685891
83,67,2017-03-04 01:00:00,0.0,0.0,2,0.999999999999261
84,67,2017-03-05 01:00:00,0.050920245,0.050299697000000004,2,0.9999999999975557
85,67,2017-03-06 01:00:00,0.08334794,0.082741148,2,0.9999999995575308
86,67,2017-03-07 01:00:00,0.19815950899999998,0.19007600600000002,0,0.9714924640050263
87,67,2017-03-08 01:00:00,0.24408413699999998,0.23747142100000002,0,0.9987638921561521
88,67,2017-03-09 01:00:00,0.294653812,0.28665884,3,0.9344502702241477
59,67,2017-03-10 01:00:00,0.21796669600000002,0.208305011,0,0.9968984713153943
60,67,2017-03-11 01:00:00,0.157843996,0.160724217,2,0.674029798152819
61,67,2017-03-12 01:00:00,0.392988606,0.41691898899999996,3,0.9950875832127655
62,67,2017-03-13 01:00:00,0.226993865,0.225236359,0,0.998572275077818
63,67,2017-03-14 01:00:00,0.073707274,0.070691466,2,0.9999999999519673
64,67,2017-03-15 01:00:00,0.0,0.0,2,0.9999999999934062
65,67,2017-03-16 01:00:00,0.34241893100000004,0.331211765,3,0.9998553322808436
66,67,2017-03-17 01:00:00,0.20893952699999999,0.199592165,0,0.9883513650420659
67,67,2017-03-18 01:00:00,0.135582822,0.135080022,2,0.999377450060222
68,67,2017-03-19 01:00:00,0.139000876,0.141197553,2,0.9995842277923922
70,67,2017-03-20 01:00:00,0.157405784,0.15849966,2,0.983374449495682
71,67,2017-03-21 01:00:00,0.14846625800000002,0.149416054,2,0.9971619261671986
72,67,2017-03-22 01:00:00,0.055302366,0.054687017000000004,2,0.9999999999970441
73,67,2017-03-23 01:00:00,0.11428571400000001,0.108570722,2,0.9999990401995605
74,67,2017-03-24 01:00:00,0.171253287,0.171847,2,0.5061229913255567
75,67,2017-03-25 01:00:00,0.225766871,0.22455663399999998,0,0.9972701468102653
76,67,2017-03-26 01:00:00,0.13067484699999998,0.12933325099999998,2,0.9998212315121329
77,67,2017-03-27 02:00:00,0.09886064900000001,0.09707718,2,0.9999999637842627
78,67,2017-03-28 01:00:00,0.200613497,0.199221405,0,0.9868177558829929
79,67,2017-03-29 01:00:00,0.39106047299999996,0.391460174,3,0.9987561962898617
81,67,2017-03-30 01:00:00,0.141980719,0.139158376,2,0.9986235941767888
82,67,2017-03-31 01:00:00,0.11849255,0.11530618599999999,2,0.9999939661020817
89,67,2017-04-01 01:00:00,0.191849255,0.189828833,0,0.8568284245810884
100,67,2017-04-02 01:00:00,0.16695880800000001,0.167397887,2,0.7216438045580481
111,67,2017-04-03 01:00:00,0.048992112000000004,0.050114317,2,0.9999999998946691
113,67,2017-04-04 01:00:00,0.5326906220000001,0.501019588,1,0.9997583912322547
114,67,2017-04-05 01:00:00,0.351007888,0.350244083,3,0.9996602215318726
115,67,2017-04-06 01:00:00,0.151621385,0.142000865,2,0.99459656438455
116,67,2017-04-07 01:00:00,0.08238387400000001,0.082185009,2,0.9999999998417479
117,67,2017-04-08 01:00:00,0.175985977,0.17339183100000002,2,0.732577700388708
118,67,2017-04-09 01:00:00,0.150657318,0.15015757300000002,2,0.9927898337581164
90,67,2017-04-10 01:00:00,0.11270815099999999,0.111104245,2,0.9999996069783128
91,67,2017-04-11 01:00:00,0.144609991,0.14404004199999998,2,0.9989957552486712
92,67,2017-04-12 01:00:00,0.09412795800000001,0.094111104,2,0.999999997484565
93,67,2017-04-13 01:00:00,0.050394391,0.049743558,2,0.9999999999779448
94,67,2017-04-14 01:00:00,0.36774759,0.38398319200000003,3,0.9993199527331198
95,67,2017-04-15 01:00:00,0.24022787,0.24735833899999998,0,0.9974292881551267
96,67,2017-04-16 01:00:00,0.173707274,0.17623432,0,0.6358205422780808
97,67,2017-04-17 01:00:00,0.045398772999999996,0.045047272,2,0.9999999999926672
98,67,2017-04-18 01:00:00,0.06774759,0.066798492,2,0.9999999999555484
99,67,2017-04-19 01:00:00,0.281682734,0.281097448,3,0.751182133798931
101,67,2017-04-20 01:00:00,0.12217353199999999,0.11994067800000001,2,0.9999853229428389
102,67,2017-04-21 01:00:00,0.038299737,0.038250015,2,0.9999999999984652
103,67,2017-04-22 01:00:00,0.033304119,0.033430142999999996,2,0.9999999999986926
104,67,2017-04-23 01:00:00,0.131025416,0.134523883,2,0.9999279442485423
105,67,2017-04-24 01:00:00,0.012357581000000001,0.012358648,2,0.9999999999991473
106,67,2017-04-25 01:00:00,0.142068361,0.14373107599999999,2,0.9971470229477837
107,67,2017-04-26 01:00:00,0.18334794,0.175183835,0,0.7882148044104014
108,67,2017-04-27 01:00:00,0.32068361100000004,0.33189149100000004,3,0.9993652904794618
109,67,2017-04-28 01:00:00,0.505959684,0.483655688,1,0.995040093177275
110,67,2017-04-29 01:00:00,0.347239264,0.359760242,3,0.9996173623851051
112,67,2017-04-30 01:00:00,0.12489044699999999,0.129024285,2,0.9999447453074694
119,67,2017-05-01 01:00:00,0.13216476800000002,0.119322746,2,0.9999863358986723
130,67,2017-05-02 01:00:00,0.031025416,0.031205586,2,0.9999999999987494
141,67,2017-05-03 01:00:00,0.08404908,0.08280294099999999,2,0.9999999994976179
144,67,2017-05-04 01:00:00,0.207712533,0.199468578,0,0.9917435641279163
145,67,2017-05-05 01:00:00,0.360999124,0.367299017,3,0.9979785004549161
146,67,2017-05-06 01:00:00,0.6772129709999999,0.670518445,1,1.0
147,67,2017-05-07 01:00:00,0.065556529,0.063647037,2,0.9999999995825419
148,67,2017-05-08 01:00:00,0.23426818600000002,0.234443552,0,0.999106479651095
149,67,2017-05-09 01:00:00,0.664329535,0.706976457,1,1.0
120,67,2017-05-10 01:00:00,0.6077125329999999,0.637150096,1,0.9999999999999432
121,67,2017-05-11 01:00:00,0.33006135,0.322498919,3,0.9992743966671569
122,67,2017-05-12 01:00:00,0.339351446,0.33664957100000004,3,0.9995064415954102
123,67,2017-05-13 01:00:00,0.406134969,0.396218254,3,0.9973572584681126
124,67,2017-05-14 01:00:00,0.058019281,0.055490329000000005,2,0.9999999999905071
125,67,2017-05-15 01:00:00,0.12103418099999999,0.124822344,2,0.9999656047292161
126,67,2017-05-16 01:00:00,1.0,1.0,1,1.0
127,67,2017-05-17 01:00:00,0.514285714,0.51745659,1,0.9999060341062178
128,67,2017-05-18 01:00:00,0.29702015800000003,0.296978311,3,0.9946495387808124
129,67,2017-05-19 01:00:00,0.069588081,0.068961256,2,0.9999999999352553
131,67,2017-05-20 01:00:00,0.17440841399999998,0.17604894,0,0.6517362276842555
132,67,2017-05-21 01:00:00,0.45083260299999994,0.38694926799999996,3,0.961861561834746
133,67,2017-05-22 01:00:00,0.37502191100000004,0.34956435799999996,3,0.9978191356656853
134,67,2017-05-23 01:00:00,0.677475898,0.564790212,1,0.9999999999989768
135,67,2017-05-24 01:00:00,0.268361087,0.25996416,0,0.9006775973946021
136,67,2017-05-25 01:00:00,0.406047327,0.400173021,3,0.9961033511974668
137,67,2017-05-26 01:00:00,0.20473269100000002,0.19977754399999997,0,0.996787478986709
138,67,2017-05-27 01:00:00,0.246976337,0.243156399,0,0.9977285953058658
139,67,2017-05-28 01:00:00,0.3942156,0.399678675,3,0.9981429528367763
140,67,2017-05-29 01:00:00,0.129798422,0.131187048,2,0.999368080619479
142,67,2017-05-30 01:00:00,0.452497809,0.315207316,3,0.9958991849876315
143,67,2017-05-31 01:00:00,0.234005259,0.22894395399999998,0,0.9995875468052958
150,67,2017-06-01 01:00:00,0.64347064,0.510659334,1,0.9999999825996043
161,67,2017-06-02 01:00:00,0.149342682,0.146264599,2,0.9533202431291674
170,67,2017-06-03 01:00:00,0.671165644,0.528146821,1,0.9999999999748184
171,67,2017-06-04 01:00:00,0.592550394,0.44682691700000005,1,0.9998490785023589
172,67,2017-06-05 01:00:00,0.115512708,0.114688253,2,0.999982393385253
173,67,2017-06-06 01:00:00,0.1942156,0.187048137,0,0.9549089894725625
174,67,2017-06-07 01:00:00,0.330762489,0.32824569,3,0.999321217306436
175,67,2017-06-08 01:00:00,0.660736196,0.6683556820000001,1,1.0
176,67,2017-06-09 01:00:00,0.710429448,0.709571773,1,1.0
151,67,2017-06-10 01:00:00,0.724364592,0.730828647,1,1.0
152,67,2017-06-11 01:00:00,0.8340929009999999,0.791571402,1,1.0
153,67,2017-06-12 01:00:00,0.21498685399999998,0.22270283600000002,0,0.9994188680978853
154,67,2017-06-13 01:00:00,0.24478527600000002,0.25557684,0,0.9936883080333371
155,67,2017-06-14 01:00:00,0.5749342679999999,0.5835753570000001,1,0.9999999983009502
156,67,2017-06-15 01:00:00,0.320858896,0.325094235,3,0.9998176039347791
157,67,2017-06-16 01:00:00,0.093339176,0.092751653,2,0.9999999942910449
158,67,2017-06-17 01:00:00,0.141717791,0.14305135,2,0.9993480724964123
159,67,2017-06-18 01:00:00,0.0,0.0,2,0.999999999999261
160,67,2017-06-19 01:00:00,0.0,0.0,2,0.9999999999992042
162,67,2017-06-20 01:00:00,0.163277826,0.15843786699999998,2,0.9703803329251071
163,67,2017-06-21 01:00:00,0.146450482,0.144596181,2,0.9931062418121706
164,67,2017-06-22 01:00:00,0.328834356,0.322437125,3,0.9999052896807443
165,67,2017-06-23 01:00:00,0.157405784,0.151146265,2,0.9032103515354706
166,67,2017-06-24 01:00:00,0.20113935100000002,0.185132546,0,0.8719853593626719
167,67,2017-06-25 01:00:00,0.008851884,0.00896002,2,0.9999999999963052
168,67,2017-06-26 01:00:00,0.007800175,0.008094914,2,0.9999999999992042
169,67,2017-06-27 01:00:00,0.072918493,0.066304146,2,0.9999999999723173
