,user_in_role_id,interval_end,physicalactivity_calories,physicalactivity_intense_time,physicalactivity_moderate_time,physicalactivity_soft_time,cluster,max_probability
30,67,2017-02-01 01:00:00,0.771124232,0.0,0.3,0.328748359,0,0.9994519836707727
41,67,2017-02-02 01:00:00,0.8015875240000001,0.130434783,0.35,0.345927744,1,0.9999989712474251
51,67,2017-02-03 01:00:00,0.7188254940000001,0.0,0.15,0.222590035,0,0.9999961093590826
52,67,2017-02-04 01:00:00,0.72081223,0.0,0.16,0.24656126899999997,0,0.9999951903866687
53,67,2017-02-05 01:00:00,1.0,0.826086957,0.44,0.489698077,1,1.0
54,67,2017-02-06 01:00:00,0.9531484640000001,0.869565217,0.25,0.414359911,1,1.0
55,67,2017-02-07 01:00:00,0.7725979609999999,0.0,0.38,0.31162604899999996,0,0.998021349819006
56,67,2017-02-08 01:00:00,0.726865713,0.0,0.17,0.270532504,0,0.9999410606593229
57,67,2017-02-09 01:00:00,0.731585378,0.0,0.17,0.270532504,0,0.9999367866968203
31,67,2017-02-10 01:00:00,0.730447435,0.0,0.18,0.253410193,0,0.9999368367367851
32,67,2017-02-11 01:00:00,0.72081223,0.0,0.16,0.202043262,0,0.9998261969789544
33,67,2017-02-12 01:00:00,0.684612586,0.0,0.0,0.304777125,3,0.9957721573765073
34,67,2017-02-13 01:00:00,0.697307179,0.0,0.02,0.373209292,3,0.9868292858592997
35,67,2017-02-14 01:00:00,0.7544002009999999,0.0,0.28,0.328748359,0,0.998587175018154
36,67,2017-02-15 01:00:00,0.730176941,0.0,0.17,0.294503738,0,0.9999312603081718
37,67,2017-02-16 01:00:00,0.765397207,0.0,0.34,0.29787112600000004,0,0.9990342589072327
38,67,2017-02-17 01:00:00,0.744783651,0.0,0.25,0.304777125,0,0.9996514592228128
39,67,2017-02-18 01:00:00,0.678064751,0.0,0.0,0.191769876,3,0.9987226662776132
40,67,2017-02-19 01:00:00,0.676721605,0.0,0.01,0.17807202800000002,3,0.9998439020415019
42,67,2017-02-20 01:00:00,0.68101221,0.0,0.0,0.308144512,3,0.996880287583033
43,67,2017-02-21 01:00:00,0.731874528,0.0,0.21,0.270532504,0,0.9960450412081343
44,67,2017-02-22 01:00:00,0.811064163,0.0,0.45,0.404086525,0,0.6351790026713287
45,67,2017-02-23 01:00:00,0.771264143,0.0,0.42,0.229438959,0,0.9416332778568348
46,67,2017-02-24 01:00:00,0.7880721190000001,0.0,0.41,0.31505051100000003,0,0.9466809364727068
47,67,2017-02-25 01:00:00,0.6918879590000001,0.0,0.01,0.40751098700000005,3,0.9660503441415789
48,67,2017-02-26 01:00:00,0.7183871059999999,0.0,0.09,0.469151304,0,0.8172928491661214
49,67,2017-02-27 01:00:00,0.697866823,0.0,0.0,0.472575766,3,0.9934926064877801
50,67,2017-02-28 01:00:00,0.873324566,0.0,0.57,0.640374408,4,0.9999132693329712
58,67,2017-03-01 01:00:00,0.7431047190000001,0.0,0.21,0.342446207,0,0.9961552821807387
69,67,2017-03-02 01:00:00,0.7424984379999999,0.0,0.11,0.448661606,0,0.9984978682591856
80,67,2017-03-03 01:00:00,0.6973538159999999,0.0,0.0,0.35271959399999997,3,0.9898787604572962
83,67,2017-03-04 01:00:00,0.661657852,0.0,0.0,0.0,3,0.9999960828058062
84,67,2017-03-05 01:00:00,0.676003395,0.0,0.03,0.109582786,3,0.9998883187556203
85,67,2017-03-06 01:00:00,0.6851535759999999,0.0,0.02,0.212316649,3,0.9967639780858933
86,67,2017-03-07 01:00:00,0.717501003,0.0,0.16,0.202043262,0,0.9996563770389442
87,67,2017-03-08 01:00:00,0.730456763,0.0,0.16,0.31162604899999996,0,0.9999298756083702
88,67,2017-03-09 01:00:00,0.744709032,0.0,0.22,0.328748359,0,0.9998718133445071
59,67,2017-03-10 01:00:00,0.7230881159999999,0.0,0.15,0.270532504,0,0.999853802934373
60,67,2017-03-11 01:00:00,0.706140228,0.0,0.0,0.431482221,3,0.908071427040554
61,67,2017-03-12 01:00:00,0.77242074,0.0,0.06,0.534273158,0,0.9010109655373675
62,67,2017-03-13 01:00:00,0.725634496,0.0,0.07,0.424633297,0,0.8371493345146206
63,67,2017-03-14 01:00:00,0.682420647,0.0,0.08,0.054791393,3,0.9622739761761206
64,67,2017-03-15 01:00:00,0.661657852,0.0,0.0,0.0,3,0.9999722985011209
65,67,2017-03-16 01:00:00,0.758168472,0.0,0.3,0.284287427,0,0.9982888481284369
66,67,2017-03-17 01:00:00,0.720541735,0.0,0.16,0.277381428,0,0.9998483490745133
67,67,2017-03-18 01:00:00,0.6998815420000001,0.0,0.05,0.376690828,3,0.9166444464470209
68,67,2017-03-19 01:00:00,0.700832937,0.0,0.0,0.40414359899999996,3,0.9974712448277342
70,67,2017-03-20 01:00:00,0.7060189720000001,0.0,0.02,0.45551053,3,0.9968810711975333
71,67,2017-03-21 01:00:00,0.7035005740000001,0.0,0.06,0.36647451600000003,3,0.9568931891123099
72,67,2017-03-22 01:00:00,0.677253267,0.0,0.0,0.256834656,3,0.9996339829394236
73,67,2017-03-23 01:00:00,0.693884023,0.0,0.02,0.35614405600000004,3,0.9983479803899125
74,67,2017-03-24 01:00:00,0.70993648,0.0,0.05,0.44518007,3,0.9786795569940799
75,67,2017-03-25 01:00:00,0.725289383,0.0,0.03,0.595799327,3,0.9947350824136232
76,67,2017-03-26 01:00:00,0.698482432,0.0,0.02,0.393813139,3,0.9980420207266897
77,67,2017-03-27 02:00:00,0.689528127,0.0,0.0,0.35956851799999995,3,0.9988148373721946
78,67,2017-03-28 01:00:00,0.718209885,0.0,0.04,0.49997146299999995,3,0.9226889042001122
79,67,2017-03-29 01:00:00,0.771879751,0.0,0.21,0.520518235,0,0.9016099199064326
81,67,2017-03-30 01:00:00,0.701691058,0.0,0.0,0.421208835,3,0.9892882127949711
82,67,2017-03-31 01:00:00,0.6903862479999999,0.0,0.0,0.45545345600000003,3,0.9994112000482818
89,67,2017-04-01 01:00:00,0.7110650959999999,0.0,0.0,0.510244849,3,0.9982661705600517
100,67,2017-04-02 01:00:00,0.704060218,0.0,0.0,0.513669311,3,0.9990814791637951
111,67,2017-04-03 01:00:00,0.6708080329999999,0.0,0.0,0.239712345,3,0.9997092936102787
113,67,2017-04-04 01:00:00,0.8065497009999999,0.0,0.430166667,0.48621654,4,0.9544466175899673
114,67,2017-04-05 01:00:00,0.755547472,0.0,0.06,0.612978711,4,0.7605170909135192
115,67,2017-04-06 01:00:00,0.69956441,0.0,0.0,0.530791621,3,0.9979799047478727
116,67,2017-04-07 01:00:00,0.680116779,0.0,0.0,0.308144512,3,0.9970499647960303
117,67,2017-04-08 01:00:00,0.706410723,0.0,0.11,0.29792820000000003,0,0.9867608072567038
118,67,2017-04-09 01:00:00,0.6992939159999999,0.0,0.01,0.469151304,3,0.9930621754141231
90,67,2017-04-10 01:00:00,0.688632696,0.0,0.0,0.39718052600000003,3,0.9992868200451307
91,67,2017-04-11 01:00:00,0.6975870009999999,0.0,0.0,0.45202899399999996,3,0.9990311527061602
92,67,2017-04-12 01:00:00,0.6834186790000001,0.0,0.0,0.339021745,3,0.9994569440414882
93,67,2017-04-13 01:00:00,0.6711344920000001,0.0,0.0,0.24998573100000002,3,0.9986402715082575
94,67,2017-04-14 01:00:00,0.7602484820000001,0.0,0.17,0.44175560799999997,0,0.9902404092604981
95,67,2017-04-15 01:00:00,0.7244312620000001,0.0,0.03,0.45545345600000003,3,0.7955110742668555
96,67,2017-04-16 01:00:00,0.7057671320000001,0.0,0.07,0.383539752,3,0.7860282908363072
97,67,2017-04-17 01:00:00,0.6697447089999999,0.0,0.0,0.195194338,3,0.9997340740301456
98,67,2017-04-18 01:00:00,0.6760127229999999,0.0,0.0,0.277438502,3,0.9996953531743027
99,67,2017-04-19 01:00:00,0.736090513,0.0,0.0,0.606129787,3,0.99165629965008
101,67,2017-04-20 01:00:00,0.6912910059999999,0.0,0.0,0.349295132,3,0.9990485776570884
102,67,2017-04-21 01:00:00,0.667748645,0.0,0.0,0.157525255,3,0.9999310089832091
103,67,2017-04-22 01:00:00,0.666358862,0.0,0.0,0.16437418,3,0.9999302082732556
104,67,2017-04-23 01:00:00,0.693790749,0.0,0.0,0.27401404,3,0.9990395617315764
105,67,2017-04-24 01:00:00,0.660463945,0.0,0.0,0.047942469,3,0.999990949259458
106,67,2017-04-25 01:00:00,0.696868791,0.0,0.0,0.342446207,3,0.9936930595411464
107,67,2017-04-26 01:00:00,0.708481406,0.0,0.07,0.383539752,0,0.5820481549297045
108,67,2017-04-27 01:00:00,0.7470408820000001,0.0,0.21,0.321842361,0,0.9979440837998663
109,67,2017-04-28 01:00:00,0.799041143,0.0,0.47,0.400719137,0,0.8162848481256983
110,67,2017-04-29 01:00:00,0.754474821,0.0,0.18,0.397237601,0,0.9951539115480338
112,67,2017-04-30 01:00:00,0.69206518,0.0,0.01,0.325266823,3,0.9927741050811237
119,67,2017-05-01 01:00:00,0.694098553,0.0,0.02,0.376690828,3,0.9985081510425207
130,67,2017-05-02 01:00:00,0.665696617,0.0,0.0,0.133611095,3,0.9999537918466751
141,67,2017-05-03 01:00:00,0.680583149,0.0,0.0,0.273956966,3,0.9972942758694491
144,67,2017-05-04 01:00:00,0.7153183909999999,0.0,0.14,0.318474973,0,0.9930567177977601
145,67,2017-05-05 01:00:00,0.758336365,0.0,0.14,0.612978711,4,0.6094890804604346
146,67,2017-05-06 01:00:00,0.8471238959999999,0.0,0.72,0.373266366,4,0.9999962887735109
147,67,2017-05-07 01:00:00,0.675387787,0.0,0.0,0.256834656,3,0.9964047943279266
148,67,2017-05-08 01:00:00,0.722780312,0.0,0.08,0.40756806100000004,0,0.7365003397228601
149,67,2017-05-09 01:00:00,0.843504864,0.0,0.05,0.886935677,4,0.9999999995318376
120,67,2017-05-10 01:00:00,0.827601645,0.0,0.25,0.602705325,4,0.9979390779672652
121,67,2017-05-11 01:00:00,0.74959659,0.0,0.22,0.410935449,0,0.9898737825839986
122,67,2017-05-12 01:00:00,0.7522642270000001,0.0,0.21,0.40066206299999996,0,0.9995100004155407
123,67,2017-05-13 01:00:00,0.771012303,0.0,0.41,0.239712345,0,0.9920636975575359
124,67,2017-05-14 01:00:00,0.673279794,0.0,0.0,0.222590035,3,0.9987285911156883
125,67,2017-05-15 01:00:00,0.690983201,0.0,0.01,0.24656126899999997,3,0.9990631657804825
126,67,2017-05-16 01:00:00,0.937748925,0.0,1.0,0.47600022799999997,4,1.0
127,67,2017-05-17 01:00:00,0.801372993,0.0,0.31,0.520518235,4,0.8381391382228597
128,67,2017-05-18 01:00:00,0.740381118,0.0,0.12,0.49317961299999996,0,0.9304680315189755
129,67,2017-05-19 01:00:00,0.676535057,0.0,0.0,0.325323897,3,0.9973033002425344
131,67,2017-05-20 01:00:00,0.70595368,0.0,0.03,0.414359911,3,0.9731308876821892
132,67,2017-05-21 01:00:00,0.793808471,0.130434783,0.38,0.28080589,1,0.99999636849725
133,67,2017-05-22 01:00:00,0.762281855,0.0,0.42,0.154100793,0,0.993919977979411
134,67,2017-05-23 01:00:00,0.860546026,0.21739130399999998,0.509833333,0.349352206,1,1.0
135,67,2017-05-24 01:00:00,0.73233157,0.0,0.22,0.304777125,0,0.9999783228075415
136,67,2017-05-25 01:00:00,0.7709843209999999,0.0,0.38,0.31162604899999996,0,0.9975243381796148
137,67,2017-05-26 01:00:00,0.71446027,0.0,0.17,0.222590035,0,0.9999376130347737
138,67,2017-05-27 01:00:00,0.726324724,0.0,0.17,0.325323897,0,0.9996255222249522
139,67,2017-05-28 01:00:00,0.767682421,0.0,0.19,0.606072713,0,0.8559347585942867
140,67,2017-05-29 01:00:00,0.69342698,0.0,0.03,0.397237601,3,0.9349162816803003
142,67,2017-05-30 01:00:00,0.823674809,0.39130434799999997,0.24,0.136978483,1,1.0
143,67,2017-05-31 01:00:00,0.7275932509999999,0.043478261,0.01,0.472575766,0,0.8385908083129111
150,67,2017-06-01 01:00:00,0.8659186090000001,0.434782609,0.42,0.239712345,1,1.0
161,67,2017-06-02 01:00:00,0.698930147,0.0,0.07,0.294503738,0,0.9224413435920245
170,67,2017-06-03 01:00:00,0.884237625,0.52173913,0.34,0.472575766,1,1.0
171,67,2017-06-04 01:00:00,0.863083079,0.434782609,0.22,0.510244849,1,1.0
172,67,2017-06-05 01:00:00,0.689434853,0.0,0.01,0.34587066899999996,3,0.9686498193114602
173,67,2017-06-06 01:00:00,0.711512811,0.0,0.06,0.363050054,3,0.8829360428168143
174,67,2017-06-07 01:00:00,0.749857757,0.0,0.1,0.6985902629999999,4,0.9905282653566243
175,67,2017-06-08 01:00:00,0.842497505,0.0,0.34,0.897151989,4,0.999999999992724
176,67,2017-06-09 01:00:00,0.85644197,0.0,0.67,0.5170937729999999,4,0.9999999989183834
151,67,2017-06-10 01:00:00,0.860378133,0.0,0.45,0.7705610409999999,4,0.999999999949523
152,67,2017-06-11 01:00:00,0.893770229,0.016666667,0.41,1.0,4,1.0
153,67,2017-06-12 01:00:00,0.717342437,0.0,0.01,0.623309172,3,0.9903921764320596
154,67,2017-06-13 01:00:00,0.725709116,0.0,0.03,0.43490668299999996,3,0.9638270507658085
155,67,2017-06-14 01:00:00,0.818414155,0.0,0.35,0.7294104220000001,4,0.999938321165255
156,67,2017-06-15 01:00:00,0.747068864,0.0,0.08,0.599223789,4,0.6736201272867713
157,67,2017-06-16 01:00:00,0.683194821,0.0,0.0,0.359511443,3,0.9979738125665816
158,67,2017-06-17 01:00:00,0.696784845,0.0,0.0,0.428057759,3,0.9990636088565472
159,67,2017-06-18 01:00:00,0.656994152,0.0,0.0,0.0,3,0.8701085408679488
160,67,2017-06-19 01:00:00,0.656994152,0.0,0.0,0.0,3,0.5925379386512022
162,67,2017-06-20 01:00:00,0.702847656,0.0,0.19,0.054791393,2,0.9999950886911034
163,67,2017-06-21 01:00:00,0.6981093359999999,0.0,0.15,0.065064779,2,0.9999950886917855
164,67,2017-06-22 01:00:00,0.749326095,0.0,0.35,0.113007248,2,0.9999950890683146
165,67,2017-06-23 01:00:00,0.701187378,0.0,0.18,0.054791393,2,0.9999950890683146
166,67,2017-06-24 01:00:00,0.713434256,0.0,0.19,0.078762628,2,0.9999950890683146
167,67,2017-06-25 01:00:00,0.659465913,0.0,0.0,0.030820159,2,0.9999950890683146
168,67,2017-06-26 01:00:00,0.659167436,0.0,0.0,0.030820159,2,0.9999965376299228
169,67,2017-06-27 01:00:00,0.0,0.0,0.08,0.013697848,2,1.0
